;Группа;Артикул;Номенклатура;Модели;ЦЕНА;;
;DAEWOO;96107844;Накладка бампера переднего;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96563988;Накладка бампера переднего;MATIZ;2340;;3042
;DAEWOO;96169762;Накладка бампера переднего;NEX;5050;;6565
;DAEWOO;96589639;Накладка бампера переднего;LEG;6800;;8840
;DAEWOO;96487903;Накладка бампера переднего;MAGNUS;7920;;10296
;DAEWOO;96347001;Накладка бампера переднего;NUB-2;8710;;11323
;DAEWOO;96458888;Накладка бампера переднего ;MAGNUS;4470;;5811
;DAEWOO;96516504;Накладка бампера переднего (круглые туманки);MAGNUS;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;71712V3L00;Накладка бампера переднего (Уз);NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96316272;Накладка двери задн, ЛВ (треугольник);MATIZ;210;;273
;DAEWOO;8,47579E+12;Накладка декоративная внутренняя;DAMAS;10;;13
;DAEWOO;96191340;Накладка задней левой стойки;ESP;240;;312
;DAEWOO;96214737;Накладка задней панели  (Пластик);NEX;170;;221
;DAEWOO;96191341;Накладка задней правой стойки;ESP;240;;312
;DAEWOO;96137562;Накладка зеркала двери прав (внутр);ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;93741221;Накладка кнопки обогрева заднего стекла;MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;7790031L100;Накладка крышки баг,пластик без молдингов;NEX NEW;1760;;2288
;DAEWOO;7790031L00;Накладка крышки баг,пластик с молдингами и эмблемой;NEX NEW;2640;;3432
;DAEWOO;96251191;Накладка на дверь левая Х/Б;LAN;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96178425;Накладка номерная задняя;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96542991;Накладка номерного знака;AVEO;160;;208
;DAEWOO;96121173А;Накладка панели задней внутренняя;;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96109484;Накладка панели задней внутренняя;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96189536;Накладка панели приборов;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;2877481;Накладка педали акселератора;ESP, NEX;100;;130
;DAEWOO;94580407;Накладка педали газа;MATIZ;100;;130
;DAEWOO;96316332;Накладка педали сцепления;MATIZ;50;;65
;DAEWOO;94580532;Накладка педали тормоза (СЦЕПЛЕНИЯ);ESP, LACTT, NEX;40;;52
;DAEWOO;90105172;Накладка педали тормоза (СЦЕПЛЕНИЯ);ESP, NEX;50;;65
;DAEWOO;96600167;Накладка переднего бампера ;SPARK;2930;;3809
;DAEWOO;96161795;Накладка передней консоли;;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96226169;Накладка под номер;LAN;200;;260
;DAEWOO;96185265;Накладка порога  зад левая;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96205728;Накладка порога  левая внешняя;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96163445;Накладка порога  пер левая;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96205729;Накладка порога  правая внешняя;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96216650;Накладка порога внут, передняя левая;NEX;100;;130
;DAEWOO;96242465;Накладка порога внут, передняя правая;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96185266;Накладка порога зад правая;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96189264;Накладка порога левая(внутр,длинная);NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;93740096;Накладка порога левого;MAGNUS;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;93740097;Накладка порога правая;MAGNUS;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96189265;Накладка порога правая(внутр,длинная);NEX;200;;260
;DAEWOO;96162720;Накладка ручки двери передней RH ;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96155323;Накладка ручки задней левой двери;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96191517;Накладка стойки передней левой;NEX;130;;169
;DAEWOO;96214639;Накладка стойки передней левой;NUB;290;;377
;DAEWOO;96214640;Накладка стойки передней правой;NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96191518;Накладка стойки передней правой;NEX;110;;143
;DAEWOO;96315018;Накладка торпеды водительская;MATIZ-2;1110;;1443
;DAEWOO;96176147;Накладка усилителя переднего бампера левая;NEX;150;;195
;DAEWOO;96176148;Накладка усилителя переднего бампера правая;NEX;150;;195
;DAEWOO;96189885;Наклейка декоратив, задн левая;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96189886;Наклейка декоратив, задн правая;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96189883;Наклейка декоратив, передн, левая;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96189884;Наклейка декоратив, передн, правая;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96189881;Наклейка декоратив, средн, левая;ESP;90;;117
;DAEWOO;96189882;Наклейка декоратив, средн, правая;ESP;90;;117
;DAEWOO;96446586;Наконечник рулевой;LEG, NUB;800;;1040
;DAEWOO;96205809;Наконечник рулевой;LEG, NUB;740;;962
;DAEWOO;93740710;Наконечник рулевой;EPICA, MAGNUS;890;;1157
;DAEWOO;93741091;Наконечник рулевой  с  г/У;MATIZ;550;;715
;DAEWOO;93741077;Наконечник рулевой без г/У;MATIZ-2;1050;;1365
;DAEWOO;521136;Наконечник рулевой без г/У;MATIZ-2;400;;520
;DAEWOO;26001807;Наконечник рулевой левый;ESP, NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96275018;Наконечник рулевой левый;ESP, NEX;750;;975
;DAEWOO;26001807OEM;Наконечник рулевой левый CTR;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;26001806;Наконечник рулевой правый;ESP, NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96275019;Наконечник рулевой правый;ESP, NEX;700;;910
;DAEWOO;26001806OEM;Наконечник рулевой правый CTR;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;94580547;Направляющая вилки сцепления;ESP, LAN, LEG, NEX, NUB;210;;273
;DAEWOO;2edaa57073;Направляющая клапана;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96103034;Направляющая клапана 1,5 DOHC STD;AVEO-1, AVEO-2, LACTT, LAN, NEX, NUB, RE;100;;130
;DAEWOO;96336671;Направляющая клапана 1,5 L DOHS;ESP;90;;117
;DAEWOO;96103035;Направляющая клапана DOHS;NEX;100;;130
;DAEWOO;96350912;Направляющая клапана SOHC;ESP, NEX;100;;130
;DAEWOO;90108699;Направляющая клапана STD;ESP, LAN, LEG, NEX, NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90502079;Направляющая клапана впускного DOHC;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90502080;Направляющая клапана выпускного DOHC;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;94580080;Направляющая клапана Матиз;NEX, MATIZ-2;70;;91
;DAEWOO;96350913;Направляющая клапана(ремонтная);ESP;100;;130
;DAEWOO;96320710;Направляющая кнопки блокировки двери (розетка);MATIZ-2;30;;39
;DAEWOO;90186573;Направляющая стекла двери задней ;NEX;130;;169
;DAEWOO;96159483;Направляющая стекла задней левой двери;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96159484;Направляющая стекла задней правой двери;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96109943A;Направляющая стекла нижняя задняя;ESP;30;;39
;DAEWOO;96205212;Направляющая стекла передней  левой двери;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96125615B;Направляющая стекла передней  левой двери;ESP;60;;78
;DAEWOO;96117155;Направляющая стекла передней  правой двери;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96205213;Направляющая стекла передней  правой двери;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96512888;Направляющая стекла передней правой двери;MATIZ-2;800;;1040
;DAEWOO;90196914;Направляющая хода стекла  двери задней  прав (зад);NEX;150;;195
;DAEWOO;90196913;Направляющая хода стекла  двери задней лев (задняя);NEX;170;;221
;DAEWOO;96314582;Направляющая хода стекла  двери лев зад (канал);MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96214620;Направляющая хода стекла  двери лев зад (левая);NEX;200;;260
;DAEWOO;96213632;Направляющая хода стекла  двери передней  левой;NEX;340;;442
;DAEWOO;96213633;Направляющая хода стекла  двери передней прав;NEX;370;;481
;DAEWOO;96314583;Направляющая хода стекла  двери прав (канал);MATIZ-2;690;;897
;DAEWOO;96214621;Направляющая хода стекла  двери прав зад (левая);NEX;150;;195
;DAEWOO;96508150;Направляющая хода стекла двери зад лев (низ);MATIZ-2;60;;78
;DAEWOO;96508151;Направляющая хода стекла двери зад прав (низ);MATIZ-2;60;;78
;DAEWOO;96527705;Направляющая хода стекла двери перед лев;MATIZ-2;460;;598
;DAEWOO;96527706;Направляющая хода стекла двери перед прав;MATIZ-2;460;;598
;DAEWOO;96314594;Направляющая хода стекла задней  двери лев(верх);MATIZ-2;170;;221
;DAEWOO;96314595;Направляющая хода стекла задней  двери правой (верх);MATIZ-2;170;;221
;DAEWOO;96352519;Направляющая щупа масленого;MATIZ;130;;169
;DAEWOO;96512889;Напровляющая задней левой двери;MATIZ;700;;910
;DAEWOO;96180147;Насадка глушителя;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96287792;Насадка глушителя;NEX;350;;455
;DAEWOO;96257032;Насадка глушителя;NUB;350;;455
;DAEWOO;94581873;Насос водяной;MATIZ;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90284802;Насос водяной;ESP;2850;;3705
;DAEWOO;96564118;Насос водяной;MATIZ;1240;;1612
;DAEWOO;96518977;Насос водяной;MATIZ, TICO;750;;975
;DAEWOO;90220568;Насос водяной;ESP;2720;;3536
;DAEWOO;96353150;Насос водяной  S  1,8;LEG TACUMA;3090;;4017
;DAEWOO;96872700;Насос водяной 1,5D;LAN, NEX, NUB;1550;;2015
;DAEWOO;96352650;Насос водяной 1,4/1,6  DOHC;AVEO-1, AVEO-2, LACTT, NUB, REZZO;1960;;2548
;DAEWOO;96353151;Насос водяной 1,8- 2,0;LACTT, LEG, NUB;2400;;3120
;DAEWOO;96352649;Насос водяной DOCH 1,5-1,6;NEX NEW, NUB, LAN;800;;1040
;DAEWOO;96872702;Насос водяной DOHC 1,4-1,6;AVEO, LACTT, NUB;1550;;2015
;DAEWOO;90325660;Насос водяной S;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96351969;Насос водяной SOHC;NEX, LAN;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96352648;Насос водяной SOHC;AVEO-1, AVEO-2, LAN, NEX;1950;;2535
;DAEWOO;96872704;Насос водяной SOHC NG;LAN, NEX;1700;;2210
;DAEWOO;96293326;Насос гидроусилителя;LEG;13940;;18122
;DAEWOO;96255516;Насос гидроусилителя;NEX;5540;;7202
;DAEWOO;96225377;Насос гидроусилителя;ESP;6690;;8697
;DAEWOO;96298852;Насос гидроусилителя;NEX;5500;;7150
;DAEWOO;90411213;Насос гидроусилителя;NEX;6780;;8814
;DAEWOO;96311236;Насос гидроусилителя  внутренний рынок!!!!!!!!!!!!!!;NUB;6180;;8034
;DAEWOO;96565814;Насос гидроусилителя (без конд-ра);MATIZ-2;5540;;7202
;DAEWOO;96445803;Насос гидроусилителя 1,5 L;NUB;7250;;9425
;DAEWOO;96253923;Насос гидроусилителя 1,8  2,0 DOHC;NUB;7250;;9425
;DAEWOO;96460960;Насос гидроусилителя 2,0 L;NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90570925;Насос масленый;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;16100A70B23000;Насос масляный;DAMAS, MATIZ, TICO;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90570921;Насос масляный;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90412744;Насос масляный (Шестигранник);NEX;2100;;2730
;DAEWOO;96350159;Насос масляный (шлицы);NEX, LAN;2700;;3510
;DAEWOO;96386934;Насос масляный DOHC;AVEO-1, AVEO-2, LACTT, NEX NEW, NUB, REZ;2600;;3380
;DAEWOO;94580158;Насос масляный=16100A70B23-00;MATIZ;1550;;2015
;DAEWOO;96494976_OEM;Насос топливный;ESP, NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96418319;Насос топливный;LACCT 1,8L;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96351053;Насос топливный;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96350078;Насос топливный;NEX, ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96180483B;Насос топливный;ESP, NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96494976;Насос топливный;ESP, NEX;4150;;5395
;DAEWOO;96392885;Насос топливный;MAGNUS;6850;;8905
;DAEWOO;96352018;Насос топливный 1,5;LAN;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96344792;Насос топливный 1,5;LAN;6740;;8762
;DAEWOO;96391618;Насос топливный 1,5-2,0 DOHC;NUB;6740;;8762
;DAEWOO;96376973;Насос топливный 1,8-2,0;LEG;6850;;8905
;DAEWOO;96350587;Насос топливный USA;LAN;7430;;9659
;DAEWOO;96570070;Насос топливный стал, бак;MATIZ-2;4900;;6370
;DAEWOO;96341749;Насос топливный(пластик бак);MATIZ-2;5150;;6695
;DAEWOO;I96184932;Натяжитель ременя кондиционера;LACTT, LEG, NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96566411;Облицовка арки зад колеса (в багажник) лев;MATIZ-2;160;;208
;DAEWOO;96563351;Облицовка арки зад колеса (в багажник) прав;MATIZ-2;160;;208
;DAEWOO;90186568;Облицовка задн, канала хода стекла наружняя прав,;NEX;180;;234
;DAEWOO;96323876;Облицовка задней двери лев внутр (пласт);MATIZ-2;60;;78
;DAEWOO;96323877;Облицовка задней двери прав внутр (пласт);MATIZ-2;60;;78
;DAEWOO;96316273;Облицовка наружная задней двери;MATIZ-2;210;;273
;DAEWOO;96084714A;Облицовка подкрыльника,задняя;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96084713A;Облицовка подкрыльника,задняя;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96566405;Облицовка порога зад лев;MATIZ-2;260;;338
;DAEWOO;96566406;Облицовка порога зад прав;MATIZ-2;260;;338
;DAEWOO;96566397;Облицовка порога перед лев;MATIZ-2;150;;195
;DAEWOO;96566398;Облицовка порога перед прав;MATIZ-2;170;;221
;DAEWOO;96279887;Облицовка стойки зад лев;MATIZ-2;170;;221
;DAEWOO;96279888;Облицовка стойки зад прав;MATIZ-2;190;;247
;DAEWOO;96165875;Облицовка стойки левой нижняя;NEX;250;;325
;DAEWOO;96165877;Облицовка стойки правой нижняя;NEX;250;;325
;DAEWOO;96323948;Облицовка стойки центральной левой (верх) ;MATIZ-2;120;;156
;DAEWOO;96566409;Облицовка стойки центральной левой (низ) ;MATIZ-2;300;;390
;DAEWOO;96323949;Облицовка стойки центральной прав (верх) ;MATIZ-2;120;;156
;DAEWOO;96566410;Облицовка стойки центральной прав (низ) ;MATIZ-2;270;;351
;DAEWOO;35131A83D0000;Облицовка фар;DAMAS;20;;26
;DAEWOO;96187222;Обод ручки;NEX;50;;65
;DAEWOO;96563311;Ободок джойстика зеркала ПР;MATIZ-2;20;;26
;DAEWOO;96566103;Ободок ручки стеклоподъемника;MATIZ-2;10;;13
;DAEWOO;926517201;Обойма подшипника внешняя;NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96392202;Обшивка багажника левая;MAGNUS;1340;;1742
;DAEWOO;96392204;Обшивка багажника правая;MAGNUS;1340;;1742
;DAEWOO;96566333;Обшивка двери багажника;MATIZ-2;190;;247
;DAEWOO;96571939;Обшивка задней двери;MATIZ;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96237817;Обшивка задней двери левой;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96571938;Обшивка задней двери левой;MATIZ;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96611801;Обшивка задней двери левой;MATIZ;1170;;1521
;DAEWOO;96237818;Обшивка задней двери правой;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96611807;Обшивка задней двери правой;MATIZ;900;;1170
;DAEWOO;96494893;Обшивка крышки багажника;MAGNUS;980;;1274
;DAEWOO;96237805;Обшивка передней двери левой;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96571916;Обшивка передней двери левой;MATIZ-2;1400;;1820
;DAEWOO;96571917;Обшивка передней двери правой;MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96237806;Обшивка передней двери правой;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96216659;Обшивка фонаря заднего в багажнике лев (пластик);NEX;250;;325
;DAEWOO;96177472;Обшивка фонаря заднего в багажнике лев (пластик);NEX;240;;312
;DAEWOO;96216660;Обшивка фонаря заднего в багажнике прав (пластик);NEX;350;;455
;DAEWOO;96177474;Обшивка фонаря заднего в багажнике прав (пластик);NEX;330;;429
;DAEWOO;96259087;Ограничитель;LAN;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90245295;Ограничитель дверей передних;NEX;150;;195
;DAEWOO;96565187;Ограничитель двери  зад ;MATIZ-2;200;;260
;DAEWOO;96257992;Ограничитель двери задней левой;NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96565186;Ограничитель двери передней ;MATIZ;210;;273
;DAEWOO;90245297;Ограничитель открывания задней двери;NEX;150;;195
;DAEWOO;96109837D;Ограничитель хода передней двери;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96312548;Опора амортизатора заднего;NUB;540;;702
;DAEWOO;96243958;Опора амортизатора заднего левая;LEG;560;;728
;DAEWOO;96243959;Опора амортизатора заднего правая;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90184751;Опора амортизатора переднего;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96568585;Опора амортизатора переднего;MATIZ-2;280;;364
;DAEWOO;96207657;Опора амортизатора переднего;LEG;610;;793
;DAEWOO;96225638;Опора амортизатора переднего;LAN;1000;;1300
;DAEWOO;96312156;Опора амортизатора переднего (без подш);NUB;540;;702
;DAEWOO;96496852;Опора двигателя;MAGNUS;1050;;1365
;DAEWOO;96182459;Опора двигателя задняя;LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96341722;Опора двигателя пер, левая;MATIZ-2;550;;715
;DAEWOO;96182448;Опора двигателя передняя;LEG;570;;741
;DAEWOO;116S180D0000;Опора двигателя передняя в сборе;DAMAS;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96183258;Опора двигателя правая;LEG;1380;;1794
;DAEWOO;96328591;Опора двигателя правая;LEG;1380;;1794
;DAEWOO;96422462;Опора заднего амортизатора;EPICA, MAGNUS;600;;780
;DAEWOO;94599035;Опора подшипника амортизатора переднего;MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;94583420;опора стойки;DAMAS, TICO;10;;13
;DAEWOO;94583410;опора стойки;DAMAS, TICO;50;;65
;DAEWOO;94788122;Опора шаровая;ESP, NEX;650;;845
;DAEWOO;CBKD4;Опора шаровая передняя;NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96300648;Опора шаровая передняя;NUB;550;;715
;DAEWOO;96535089;Опора шаровая передняя;AVEO;600;;780
;DAEWOO;96213119;Опора шаровая передняя;LEG;460;;598
;DAEWOO;96328437;Опора шаровая передняя;MAGNUS;580;;754
;DAEWOO;HR132836;Осушитель кондиционера (РЕССИВЕР);NEX;3720;;4836
;DAEWOO;96352715;Ось впускных коромысел 0,8l;MATIZ-2;590;;767
;DAEWOO;96316351;Ось выпускных коромысел 0,8l;MATIZ-2;590;;767
;DAEWOO;12860A78B0000;Ось коромысел впускных клапанов;TICO;110;;143
;DAEWOO;12870A78B0100;Ось коромысел выпускных клапанов;TICO;110;;143
;DAEWOO;7846696;Ось наконечника;NEX;150;;195
;DAEWOO;940304301;Ось тяги привода ручки двери наружней;MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96225882;Отбойник амортизатора зад;LEG;210;;273
;DAEWOO;90125889;Отбойник амортизатора переднего;LEG, NUB;350;;455
;DAEWOO;96518121;Отбойник амортизатора переднего;MATIZ-2;100;;130
;DAEWOO;96318363;Отбойник задней пружины;MATIZ;150;;195
;DAEWOO;72372A82000000;Отбойник капота;MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96251069;Отбойник капота;NUB;30;;39
;DAEWOO;96169589;Отбойник капота;NEX;50;;65
;DAEWOO;96205553;Отбойник капота задний;LEG;20;;26
;DAEWOO;96169595;Отбойник капота передний;NEX;50;;65
;DAEWOO;96169594;Отбойник капота+крышки багажн боковой;NEX, LEG;50;;65
;DAEWOO;96169620;Отбойник капота+крышки багажника передний;LEG, NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96301472;Отбойник крышки багажника;LEG;20;;26
;DAEWOO;96186925;Отбойник крышки багажника;NEX;20;;26
;DAEWOO;96320731;Отбойник люка бензобака;MATIZ;20;;26
;DAEWOO;90142884;Отбойник переднего амортизатора SOHC;ESP, LAN, NEX, NUB;150;;195
;DAEWOO;83982A72B0100;Отделка внешняя задней левой двери;TICO;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;83981A72B0100;Отделка внешняя задней правой двери;TICO;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;84627A72B0300;Отделка внутренняя четверти стекла;TICO;50;;65
;DAEWOO;96180476;Отстойник паров;NEX;1350;;1755
;DAEWOO;11054212;Палец змеевика;NEX;110;;143
;DAEWOO;96108833;Палец петли крышки багажника;ESP;10;;13
;DAEWOO;96110730;Палец поршневой;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96350355;Палец поршневой 16кл;AVEO-1, AVEO-2, LACTT, LAN, NEX NEW, NUB;150;;195
;DAEWOO;96568778;Панель багажника задняя;MATIZ-2;1850;;2405
;DAEWOO;96568779;Панель багажника задняя;MATIZ-2;2180;;2834
;DAEWOO;96119495F;Панель задняя;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96272666;Панель задняя;NUB;1220;;1586
;DAEWOO;96168058;Панель задняя в багажнике;NEX;2150;;2795
;DAEWOO;96189538;Панель инструментальная центральная;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96306538;Панель крыла заднего левого нижняя дэу;LAN;350;;455
;DAEWOO;96518631;Панель лобового стекла;MATIZ;2330;;3029
;DAEWOO;96527703;Панель лючка бензобака;MATIZ-2;160;;208
;DAEWOO;5931078V0100;Панель обтекателя верхняя;TICO;320;;416
;DAEWOO;96258831;Панель передняя;NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96342854;Панель передняя;NUB;3900;;5070
;DAEWOO;K96207306;Панель передняя (клюв);ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;K96207307;Панель передняя (клюв);ESP;3320;;4316
;DAEWOO;K96207305;Панель передняя (клюв);ESP;4090;;5317
;DAEWOO;96563593;Панель передняя (Очки);MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96256364;Панель передняя (очки);LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96256363;Панель передняя (очки);LEG;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96232162D;Панель передняя (Очки);ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96187689;Панель передняя (Очки);ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96563595;Панель передняя (Очки);MATIZ-2;3050;;3965
;DAEWOO;96563596;Панель передняя (Очки);MATIZ-2;2930;;3809
;DAEWOO;96169636;Панель передняя (очки);NEX;4200;;5460
;DAEWOO;96515366;Панель передняя (очки);MAGNUS;7410;;9633
;DAEWOO;96192930;Панель приборов;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96566356;Панель приборов;MATIZ-2;4420;;5746
;DAEWOO;96222279;Панель приборов;ESP;5460;;7098
;DAEWOO;96176308;Панель приборов  (с тахометром) GLE 8V;NEX;4800;;6240
;DAEWOO;96297161;Панель приборов  (с тахометром) GLE 8V;NEX;5000;;6500
;DAEWOO;96570919;Панель приборов  1 л;MATIZ-2;4050;;5265
;DAEWOO;96239593;Панель приборов  16V с тахометром 02-;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96176277;Панель приборов без тахометра GL;NEX;4270;;5551
;DAEWOO;96297162;Панель приборов без тахометра GL;NEX;4650;;6045
;DAEWOO;96566354;Панель приборов в сборе;MATIZ-2;4420;;5746
;DAEWOO;96566385;Панель приборов в сборе  0,8 A/T;MATIZ-2;4420;;5746
;DAEWOO;759162;Панель управления печкой;NEX;690;;897
;DAEWOO;96143188;Патрубок вентиляции картера;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96144678;Патрубок вентиляции картера;ESP;290;;377
;DAEWOO;96461040;Патрубок вентиляции картера;LEG;350;;455
;DAEWOO;90220616;Патрубок вентиляции картера SOHC 1,5;AVEO-2, LAN, NEX, NUB;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96461003OEM;Патрубок вентиляции картера SOHC 1,5;AVEO-2, LAN, NEX, NUB;120;;156
;DAEWOO;90409191;Патрубок вентиляции картера SOHC 1,5;AVEO-2, LAN, NEX, NUB;250;;325
;DAEWOO;96461003;Патрубок вентиляции картера SOHC 1,5;AVEO-2, LAN, NEX, NUB;250;;325
;DAEWOO;90234138;Патрубок вентиляции малый;ESP;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96143380;Патрубок воздухозаборника ;NEX;400;;520
;DAEWOO;90186251;Патрубок воздухозаборника левый;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90186252;Патрубок воздухозаборника правый;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96180069;Патрубок воздушного фильтра;NEX;350;;455
;DAEWOO;96565833;Патрубок воздушного фильтра;MATIZ-2;600;;780
;DAEWOO;96238001;Патрубок воздушного фильтра  16кл;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96238002;Патрубок воздушного фильтра DOHC;NEX NEW;450;;585
;DAEWOO;96143217;Патрубок воздушного фильтра, резонатора;ESP;160;;208
;DAEWOO;96143400;Патрубок дросельной заслонки;NEX;100;;130
;DAEWOO;96181584;Патрубок дроссельной заслонки DOHC;NEX;200;;260
;DAEWOO;96266086;Патрубок заливной горловины (стальной бак) с катал,;MATIZ-2;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;90239786;Патрубок кондиционера дренажный;NEX;Уточняйте наличие;;#ЗНАЧ!
;DAEWOO;96143222;Патрубок корпуса воздушного фильтра;NEX;310;;403
;DAEWOO;96320437;Патрубок корпуса воздушного фильтра;MATIZ;60;;78
;DAEWOO;96181462;Патрубок корпуса воздушного фильтра;LEG;850;;1105
;DAEWOO;96212626;Патрубок отопителя подающий DOHC;NEX NEW;200;;260
;DAEWOO;96181932;Патрубок охлаждения;;70;;91
;DAEWOO;96180071;Патрубок охлаждения (вод насос);AVEO-1, AVEO-2, LACCT 1,4L, LACCT 1,6L,;200;;260
